timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734355648176,61,/moodle/calendar/view.php-187,200,OK,Thread Group 1-1,text,true,,8344,534,4,4,https://cse.buet.ac.bd/moodle/calendar/view.php?view=upcoming,60,0,0
1734355648183,67,/moodle/calendar/view.php-187,200,OK,Thread Group 1-2,text,true,,8342,534,4,4,https://cse.buet.ac.bd/moodle/calendar/view.php?view=upcoming,66,0,0
1734355648238,90,/moodle/course/view.php-188,200,OK,Thread Group 1-1,text,true,,10799,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734355648238,29,/moodle/course/view.php-188-0,303,See Other,Thread Group 1-1,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=83,29,0,0
1734355648273,19,/moodle/course/view.php-188-1,303,See Other,Thread Group 1-1,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=83,18,0,0
1734355648292,36,/moodle/course/view.php-188-2,200,OK,Thread Group 1-1,text,true,,6690,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,36,0,0
1734355648252,85,/moodle/course/view.php-188,200,OK,Thread Group 1-2,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734355648252,31,/moodle/course/view.php-188-0,303,See Other,Thread Group 1-2,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=83,31,0,0
1734355648284,17,/moodle/course/view.php-188-1,303,See Other,Thread Group 1-2,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=83,17,0,0
1734355648301,36,/moodle/course/view.php-188-2,200,OK,Thread Group 1-2,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,35,0,0
1734355648330,85,/moodle/course/view.php-190,200,OK,Thread Group 1-1,text,true,,10801,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,34,0,0
1734355648330,34,/moodle/course/view.php-190-0,303,See Other,Thread Group 1-1,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=84,34,0,0
1734355648365,16,/moodle/course/view.php-190-1,303,See Other,Thread Group 1-1,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=84,16,0,0
1734355648382,33,/moodle/course/view.php-190-2,200,OK,Thread Group 1-1,text,true,,6692,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,32,0,0
1734355648339,87,/moodle/course/view.php-190,200,OK,Thread Group 1-2,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734355648339,29,/moodle/course/view.php-190-0,303,See Other,Thread Group 1-2,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=84,29,0,0
1734355648369,20,/moodle/course/view.php-190-1,303,See Other,Thread Group 1-2,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=84,20,0,0
1734355648390,36,/moodle/course/view.php-190-2,200,OK,Thread Group 1-2,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,35,0,0
1734355648202,286,/complete/search-177,200,OK,Thread Group 1-4,text,true,,8379,291,4,4,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,285,0,159
1734355648417,89,/moodle/course/view.php-192,200,OK,Thread Group 1-1,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734355648417,31,/moodle/course/view.php-192-0,303,See Other,Thread Group 1-1,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=86,31,0,0
1734355648449,20,/moodle/course/view.php-192-1,303,See Other,Thread Group 1-1,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=86,20,0,0
1734355648469,37,/moodle/course/view.php-192-2,200,OK,Thread Group 1-1,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,36,0,0
1734355648428,79,/moodle/course/view.php-192,200,OK,Thread Group 1-2,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,30,0,0
1734355648428,30,/moodle/course/view.php-192-0,303,See Other,Thread Group 1-2,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=86,30,0,0
1734355648459,17,/moodle/course/view.php-192-1,303,See Other,Thread Group 1-2,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=86,17,0,0
1734355648477,30,/moodle/course/view.php-192-2,200,OK,Thread Group 1-2,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734355648116,455,/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115-181,200,OK,Thread Group 1-3,text,true,,876,3036,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115,455,0,149
1734355648508,104,/moodle/course/view.php-194,200,OK,Thread Group 1-1,text,true,,10799,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,33,0,0
1734355648508,33,/moodle/course/view.php-194-0,303,See Other,Thread Group 1-1,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=89,33,0,0
1734355648542,21,/moodle/course/view.php-194-1,303,See Other,Thread Group 1-1,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=89,20,0,0
1734355648563,49,/moodle/course/view.php-194-2,200,OK,Thread Group 1-1,text,true,,6690,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,48,0,0
1734355648508,106,/moodle/course/view.php-194,200,OK,Thread Group 1-2,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,28,0,0
1734355648508,28,/moodle/course/view.php-194-0,303,See Other,Thread Group 1-2,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=89,28,0,0
1734355648537,25,/moodle/course/view.php-194-1,303,See Other,Thread Group 1-2,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=89,25,0,0
1734355648563,51,/moodle/course/view.php-194-2,200,OK,Thread Group 1-2,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,50,0,0
1734355648489,136,/complete/search-178,200,OK,Thread Group 1-4,text,true,,1992,293,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=cs,136,0,0
1734355648615,90,/moodle/course/view.php-196,200,OK,Thread Group 1-2,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,34,0,0
1734355648615,34,/moodle/course/view.php-196-0,303,See Other,Thread Group 1-2,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=92,34,0,0
1734355648650,18,/moodle/course/view.php-196-1,303,See Other,Thread Group 1-2,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=92,18,0,0
1734355648669,36,/moodle/course/view.php-196-2,200,OK,Thread Group 1-2,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,35,0,0
1734355648613,92,/moodle/course/view.php-196,200,OK,Thread Group 1-1,text,true,,10799,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,36,0,0
1734355648572,133,/complete/search-183,200,OK,Thread Group 1-3,text,true,,8238,291,4,4,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,133,0,0
1734355648613,36,/moodle/course/view.php-196-0,303,See Other,Thread Group 1-1,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=92,36,0,0
1734355648650,18,/moodle/course/view.php-196-1,303,See Other,Thread Group 1-1,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=92,18,0,0
1734355648669,36,/moodle/course/view.php-196-2,200,OK,Thread Group 1-1,text,true,,6690,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,35,0,0
1734355648626,124,/complete/search-179,200,OK,Thread Group 1-4,text,true,,1488,294,4,4,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,124,0,0
1734355648752,68,/-180,200,OK,Thread Group 1-4,text,true,,7497,448,4,4,https://cse.buet.ac.bd/,67,0,33
1734355648707,140,/moodle/-184,200,OK,Thread Group 1-3,text,true,,12082,455,4,4,https://cse.buet.ac.bd/moodle/,139,0,0
1734355648821,44,/public/img/program/pg-ds.jpg-182,200,OK,Thread Group 1-4,bin,true,,115963,469,4,4,https://cse.buet.ac.bd/public/img/program/pg-ds.jpg,13,0,0
1734355648848,54,/moodle/my/courses.php-185,200,OK,Thread Group 1-3,text,true,,8817,517,4,4,https://cse.buet.ac.bd/moodle/my/courses.php,53,0,0
1734355648903,50,/moodle/course/index.php-186,200,OK,Thread Group 1-3,text,true,,8125,519,4,4,https://cse.buet.ac.bd/moodle/course/index.php,50,0,0
1734355648707,288,/submit/firefox-desktop/pageload/1/7056d988-e775-4a21-a4d0-627003d73994-198,200,OK,Thread Group 1-2,text,true,,872,4596,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/7056d988-e775-4a21-a4d0-627003d73994,288,0,0
1734355648707,292,/submit/firefox-desktop/pageload/1/7056d988-e775-4a21-a4d0-627003d73994-198,200,OK,Thread Group 1-1,text,true,,891,4596,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/7056d988-e775-4a21-a4d0-627003d73994,292,0,0
1734355648955,59,/moodle/calendar/view.php-187,200,OK,Thread Group 1-3,text,true,,8345,534,4,4,https://cse.buet.ac.bd/moodle/calendar/view.php?view=upcoming,58,0,0
1734355648997,67,/moodle/user/view.php-199,200,OK,Thread Group 1-2,text,true,,8848,1056,4,4,https://cse.buet.ac.bd/moodle/user/profile.php?id=68,22,0,0
1734355648997,22,/moodle/user/view.php-199-0,303,See Other,Thread Group 1-2,text,true,,2024,531,4,4,https://cse.buet.ac.bd/moodle/user/view.php?id=68&course=1,22,0,0
1734355649020,44,/moodle/user/view.php-199-1,200,OK,Thread Group 1-2,text,true,,6824,525,4,4,https://cse.buet.ac.bd/moodle/user/profile.php?id=68,43,0,0
1734355649000,70,/moodle/user/view.php-199,200,OK,Thread Group 1-1,text,true,,8849,1056,4,4,https://cse.buet.ac.bd/moodle/user/profile.php?id=68,23,0,0
1734355649000,23,/moodle/user/view.php-199-0,303,See Other,Thread Group 1-1,text,true,,2024,531,4,4,https://cse.buet.ac.bd/moodle/user/view.php?id=68&course=1,23,0,0
1734355649023,47,/moodle/user/view.php-199-1,200,OK,Thread Group 1-1,text,true,,6825,525,4,4,https://cse.buet.ac.bd/moodle/user/profile.php?id=68,47,0,0
1734355649015,96,/moodle/course/view.php-188,200,OK,Thread Group 1-3,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,33,0,0
1734355649015,33,/moodle/course/view.php-188-0,303,See Other,Thread Group 1-3,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=83,33,0,0
1734355649048,19,/moodle/course/view.php-188-1,303,See Other,Thread Group 1-3,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=83,19,0,0
1734355649067,44,/moodle/course/view.php-188-2,200,OK,Thread Group 1-3,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,43,0,0
1734355649066,95,/moodle/course/view.php-201,200,OK,Thread Group 1-2,text,true,,10801,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,39,0,0
1734355649066,39,/moodle/course/view.php-201-0,303,See Other,Thread Group 1-2,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=95,39,0,0
1734355649106,22,/moodle/course/view.php-201-1,303,See Other,Thread Group 1-2,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=95,22,0,0
1734355649129,32,/moodle/course/view.php-201-2,200,OK,Thread Group 1-2,text,true,,6692,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734355649073,91,/moodle/course/view.php-201,200,OK,Thread Group 1-1,text,true,,10799,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,38,0,0
1734355649073,38,/moodle/course/view.php-201-0,303,See Other,Thread Group 1-1,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=95,38,0,0
1734355649112,20,/moodle/course/view.php-201-1,303,See Other,Thread Group 1-1,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=95,20,0,0
1734355649132,32,/moodle/course/view.php-201-2,200,OK,Thread Group 1-1,text,true,,6690,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734355649113,87,/moodle/course/view.php-190,200,OK,Thread Group 1-3,text,true,,10798,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,30,0,0
1734355649113,30,/moodle/course/view.php-190-0,303,See Other,Thread Group 1-3,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=84,30,0,0
1734355649143,21,/moodle/course/view.php-190-1,303,See Other,Thread Group 1-3,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=84,21,0,0
1734355649165,35,/moodle/course/view.php-190-2,200,OK,Thread Group 1-3,text,true,,6689,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,34,0,0
1734355649165,56,/moodle/calendar/view.php-203,200,OK,Thread Group 1-1,text,true,,8343,534,4,4,https://cse.buet.ac.bd/moodle/calendar/view.php?view=upcoming,55,0,0
1734355649162,66,/moodle/calendar/view.php-203,200,OK,Thread Group 1-2,text,true,,8347,534,4,4,https://cse.buet.ac.bd/moodle/calendar/view.php?view=upcoming,65,0,0
1734355649229,54,/moodle/my/courses.php-204,200,OK,Thread Group 1-2,text,true,,8816,548,4,4,https://cse.buet.ac.bd/moodle/my/courses.php,54,0,0
1734355649222,66,/moodle/my/courses.php-204,200,OK,Thread Group 1-1,text,true,,8814,548,4,4,https://cse.buet.ac.bd/moodle/my/courses.php,65,0,0
1734355649202,95,/moodle/course/view.php-192,200,OK,Thread Group 1-3,text,true,,10801,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,30,0,0
1734355649202,30,/moodle/course/view.php-192-0,303,See Other,Thread Group 1-3,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=86,30,0,0
1734355649233,21,/moodle/course/view.php-192-1,303,See Other,Thread Group 1-3,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=86,21,0,0
1734355649254,43,/moodle/course/view.php-192-2,200,OK,Thread Group 1-3,text,true,,6692,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,42,0,0
1734355648868,457,/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115-181,200,OK,Thread Group 1-4,text,true,,913,3036,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/4c825728-fb4c-4f22-895c-bd1fe3ca2115,457,0,150
1734355649284,52,/moodle/course/index.php-205,200,OK,Thread Group 1-2,text,true,,8123,533,4,4,https://cse.buet.ac.bd/moodle/course/index.php,52,0,0
1734355649289,50,/moodle/course/index.php-205,200,OK,Thread Group 1-1,text,true,,8123,533,4,4,https://cse.buet.ac.bd/moodle/course/index.php,49,0,0
1734355649298,83,/moodle/course/view.php-194,200,OK,Thread Group 1-3,text,true,,10799,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,28,0,0
1734355649298,28,/moodle/course/view.php-194-0,303,See Other,Thread Group 1-3,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=89,28,0,0
1734355649327,20,/moodle/course/view.php-194-1,303,See Other,Thread Group 1-3,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=89,20,0,0
1734355649348,33,/moodle/course/view.php-194-2,200,OK,Thread Group 1-3,text,true,,6690,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,32,0,0
1734355649337,55,/moodle/my/courses.php-206,200,OK,Thread Group 1-2,text,true,,8815,533,4,4,https://cse.buet.ac.bd/moodle/my/courses.php,54,0,0
1734355649340,54,/moodle/my/courses.php-206,200,OK,Thread Group 1-1,text,true,,8815,533,4,4,https://cse.buet.ac.bd/moodle/my/courses.php,53,0,0
1734355649326,132,/complete/search-183,200,OK,Thread Group 1-4,text,true,,19159,291,4,4,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,132,0,0
1734355649382,91,/moodle/course/view.php-196,200,OK,Thread Group 1-3,text,true,,10800,1566,4,4,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734355649382,32,/moodle/course/view.php-196-0,303,See Other,Thread Group 1-3,text,true,,2099,524,4,4,https://cse.buet.ac.bd/moodle/course/view.php?id=92,31,0,0
1734355649414,22,/moodle/course/view.php-196-1,303,See Other,Thread Group 1-3,text,true,,2010,524,4,4,https://cse.buet.ac.bd/moodle/enrol/index.php?id=92,21,0,0
1734355649436,37,/moodle/course/view.php-196-2,200,OK,Thread Group 1-3,text,true,,6691,518,4,4,https://cse.buet.ac.bd/moodle/login/index.php,36,0,0
1734355649395,98,/moodle/mod/forum/view.php-207,200,OK,Thread Group 1-1,text,true,,16082,541,4,4,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=47,95,0,0
1734355649494,16,/moodle/theme/image.php/classic/core/1731384351/u/f1-208,200,OK,Thread Group 1-1,bin,true,,1598,523,4,4,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/u/f1,15,0,0
1734355649393,118,/moodle/mod/forum/view.php-207,200,OK,Thread Group 1-2,text,true,,16083,541,4,4,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=47,115,0,0
1734355649512,10,/moodle/theme/image.php/classic/core/1731384351/u/f1-208,200,OK,Thread Group 1-2,bin,true,,1598,523,4,4,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/u/f1,10,0,0
1734355649511,19,/moodle/pluginfile.php/5/user/icon/classic/f1-209,200,OK,Thread Group 1-1,bin,true,,4788,524,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/5/user/icon/classic/f1?rev=462,19,0,0
1734355649523,16,/moodle/pluginfile.php/5/user/icon/classic/f1-209,200,OK,Thread Group 1-2,bin,true,,4788,524,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/5/user/icon/classic/f1?rev=462,16,0,0
1734355649531,64,/moodle/mod/forum/discuss.php-210,200,OK,Thread Group 1-1,text,true,,10224,554,4,4,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=214,63,0,0
1734355649596,26,/moodle/theme/image.php/classic/core/1731384351/f/pdf-128-211,200,OK,Thread Group 1-1,bin,true,,10965,531,4,4,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/f/pdf-128,26,0,0
1734355649541,83,/moodle/mod/forum/discuss.php-210,200,OK,Thread Group 1-2,text,true,,10224,554,4,4,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=214,82,0,0
1734355649460,164,/moodle/-184,200,OK,Thread Group 1-4,text,true,,12078,455,4,4,https://cse.buet.ac.bd/moodle/,163,0,0
1734355649624,20,/moodle/theme/image.php/classic/core/1731384351/f/pdf-128-211,200,OK,Thread Group 1-2,bin,true,,10965,531,4,4,https://cse.buet.ac.bd/moodle/theme/image.php/classic/core/1731384351/f/pdf-128,20,0,0
1734355649625,62,/moodle/my/courses.php-185,200,OK,Thread Group 1-4,text,true,,8817,517,4,4,https://cse.buet.ac.bd/moodle/my/courses.php,61,0,0
1734355649688,92,/moodle/course/index.php-186,200,OK,Thread Group 1-4,text,true,,8124,519,4,4,https://cse.buet.ac.bd/moodle/course/index.php,92,0,0
1734355649475,366,/submit/firefox-desktop/pageload/1/7056d988-e775-4a21-a4d0-627003d73994-198,200,OK,Thread Group 1-3,text,true,,809,4596,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/7056d988-e775-4a21-a4d0-627003d73994,366,0,0
1734355649781,87,/moodle/calendar/view.php-187,200,OK,Thread Group 1-4,text,true,,8345,534,4,4,https://cse.buet.ac.bd/moodle/calendar/view.php?view=upcoming,86,0,0
1734355649842,111,/moodle/user/view.php-199,200,OK,Thread Group 1-3,text,true,,8850,1056,4,4,https://cse.buet.ac.bd/moodle/user/profile.php?id=68,42,0,0
1734355649842,43,/moodle/user/view.php-199-0,303,See Other,Thread Group 1-3,text,true,,2024,531,4,4,https://cse.buet.ac.bd/moodle/user/view.php?id=68&course=1,42,0,0
1734355649885,68,/moodle/user/view.php-199-1,200,OK,Thread Group 1-3,text,true,,6826,525,4,4,https://cse.buet.ac.bd/moodle/user/profile.php?id=68,67,0,0
1734355649645,355,/moodle/pluginfile.php/69/mod_forum/attachment/331/%E0%A6%AA%E0%A6%B0%E0%A7%80%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE%E0%A6%B0%20%E0%A6%AB%E0%A6%BF%20%E0%A6%B8%E0%A6%82%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%20%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%AA%E0%A7%8D%E0%A6%A4%E0%A6%BF_20241130_0001.pdf-212,200,OK,Thread Group 1-2,text,true,,841075,868,4,4,https://cse.buet.ac.bd/moodle/pluginfile.php/69/mod_forum/attachment/331/%E0%A6%AA%E0%A6%B0%E0%A7%80%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE%E0%A6%B0%20%E0%A6%AB%E0%A6%BF%20%E0%A6%B8%E0%A6%82%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%20%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%AA%E0%A7%8D%E0%A6%A4%E0%A6%BF_20241130_0001.pdf?forcedownload=1,39,0,0
